Range,Beat,TID,Point,Bearing (D),Long,Lat
Sarhi,Matigahan, KTR86,1200,180,80.672494,22.378767
Sarhi,Matigahan, KTR86,1600,180,80.670497,22.375467
Sarhi,Matigahan, KTR86,2000,180,80.668500,22.372167
Sarhi,Mohgaon, KTR80,0,232,80.616556,22.408250
Sarhi,Mohgaon, KTR80,400,232,80.613589,22.405939
Sarhi,Mohgaon, KTR80,800,232,80.610622,22.403628
Sarhi,Mohgaon, KTR80,1200,232,80.607656,22.401317
Sarhi,Mohgaon, KTR80,1600,232,80.604689,22.399006
Sarhi,Mohgaon, KTR80,2000,232,80.601722,22.396694
Sarhi,Ronda (S) (A), KTR71,0,29,80.583889,22.357944
Sarhi,Ronda (S) (A), KTR71,400,29,80.585700,22.361189
Sarhi,Ronda (S) (A), KTR71,800,29,80.587511,22.364433
Sarhi,Ronda (S) (A), KTR71,1200,29,80.589322,22.367678
Sarhi,Ronda (S) (A), KTR71,1600,29,80.591133,22.370922
Sarhi,Ronda (S) (A), KTR71,2000,29,80.592944,22.374167
Sarhi,Ronda (S) (B), KTR72,0,1,80.570314,22.372525
Sarhi,Ronda (S) (B), KTR72,400,1,80.573894,22.374236
Sarhi,Ronda (S) (B), KTR72,800,1,80.577472,22.375944
Sarhi,Ronda (S) (B), KTR72,1200,1,80.581050,22.377656
Sarhi,Ronda (S) (B), KTR72,1600,1,80.584628,22.379367
Sarhi,Ronda (S) (B), KTR72,2000,1,80.588208,22.381075
Sarhi,Sarhinakan, KTR75,0,176,80.659067,22.394078
Sarhi,Sarhinakan, KTR75,400,176,80.655833,22.391661
Sarhi,Sarhinakan, KTR75,800,176,80.652600,22.389244
Sarhi,Sarhinakan, KTR75,1200,176,80.649364,22.386828
Sarhi,Sarhinakan, KTR75,1600,176,80.646131,22.384411
Sarhi,Sarhinakan, KTR75,2000,176,80.642897,22.381994
Sarhi,Sonf-I (A), KTR69,0,357,80.595972,22.332806
Sarhi,Sonf-I (A), KTR69,400,357,80.595772,22.336394
Sarhi,Sonf-I (A), KTR69,800,357,80.595572,22.339983
Sarhi,Sonf-I (A), KTR69,1200,357,80.595372,22.343572
Sarhi,Sonf-I (A), KTR69,1600,357,80.595172,22.347161
Sarhi,Sonf-I (A), KTR69,2000,357,80.594972,22.350750
Sarhi,Sonf-I (B), KTR70,0,29,80.605306,22.345111
Sarhi,Sonf-I (B), KTR70,400,29,80.607111,22.348367
Sarhi,Sonf-I (B), KTR70,800,29,80.608917,22.351622
Sarhi,Sonf-I (B), KTR70,1200,29,80.610722,22.354878
Sarhi,Sonf-I (B), KTR70,1600,29,80.612528,22.358133
Sarhi,Sonf-I (B), KTR70,2000,29,80.614333,22.361389
Sarhi,Urnakhera, KTR73,0,47,80.627686,22.333992
Sarhi,Urnakhera, KTR73,400,47,80.630533,22.336633
Sarhi,Urnakhera, KTR73,800,47,80.633378,22.339272
Sarhi,Urnakhera, KTR73,1200,47,80.636225,22.341914
Sarhi,Urnakhera, KTR73,1600,47,80.639069,22.344553
Sarhi,Urnakhera, KTR73,2000,47,80.641917,22.347194
Supkhar,Armi, KTR117,0,128,80.903056,22.236944
Supkhar,Armi, KTR117,400,128,80.906167,22.234556
Supkhar,Armi, KTR117,800,128,80.909278,22.232167
Supkhar,Armi, KTR117,1200,128,80.912389,22.229778
Supkhar,Armi, KTR117,1600,128,80.915500,22.227389
Supkhar,Armi, KTR117,2000,128,80.918611,22.225000
Supkhar,Bandarwar (A), KTR149,0,176,81.000000,22.265833
Supkhar,Bandarwar (A), KTR149,400,176,81.000278,22.262222
Supkhar,Bandarwar (A), KTR149,800,176,81.000556,22.258611
Supkhar,Bandarwar (A), KTR149,1200,176,81.000833,22.255000
Supkhar,Bandarwar (A), KTR149,1600,176,81.001111,22.251389
Supkhar,Bandarwar (A), KTR149,2000,176,81.001389,22.247778
Supkhar,Bandarwar (B), KTR150,0,171,80.982778,22.281111
Supkhar,Bandarwar (B), KTR150,400,171,80.983333,22.277556
Supkhar,Bandarwar (B), KTR150,800,171,80.983889,22.274000
Supkhar,Bandarwar (B), KTR150,1200,171,80.984444,22.270444
Supkhar,Bandarwar (B), KTR150,1600,171,80.985000,22.266889
Supkhar,Bandarwar (B), KTR150,2000,171,80.985556,22.263333
Supkhar,Baspehra (A), KTR127,0,75,80.943214,22.133608
Supkhar,Baspehra (A), KTR127,400,75,80.947047,22.134667
Supkhar,Baspehra (A), KTR127,800,75,80.950881,22.135722
Supkhar,Baspehra (A), KTR127,1200,75,80.954714,22.136781
Supkhar,Baspehra (A), KTR127,1600,75,80.958547,22.137839
Supkhar,Baspehra (A), KTR127,2000,75,80.962381,22.138894
Supkhar,Baspehra (B), KTR128,0,44,80.973056,22.127500
Supkhar,Baspehra (B), KTR128,400,44,80.975667,22.130167
Supkhar,Baspehra (B), KTR128,800,44,80.978278,22.132833
Supkhar,Baspehra (B), KTR128,1200,44,80.980889,22.135500
Supkhar,Baspehra (B), KTR128,1600,44,80.983500,22.138167
Supkhar,Baspehra (B), KTR128,2000,44,80.986111,22.140833
Supkhar,Benda (A), KTR141,0,229,81.017122,22.216417
Supkhar,Benda (A), KTR141,400,229,81.014225,22.213858
Supkhar,Benda (A), KTR141,800,229,81.011328,22.211300
Supkhar,Benda (A), KTR141,1200,229,81.008433,22.208744
Supkhar,Benda (A), KTR141,1600,229,81.005536,22.206186
Supkhar,Benda (A), KTR141,2000,229,81.002639,22.203628
Supkhar,Benda (B), KTR154,0,42,81.015275,22.187119
Supkhar,Benda (B), KTR154,400,42,81.017836,22.189925
Supkhar,Benda (B), KTR154,800,42,81.020397,22.192731
Supkhar,Benda (B), KTR154,1200,42,81.022956,22.195539
Supkhar,Benda (B), KTR154,1600,42,81.025517,22.198344
Supkhar,Benda (B), KTR154,2000,42,81.028078,22.201153
Supkhar,Bithli (A), KTR132,0,74,81.001183,22.169592
Supkhar,Bithli (A), KTR132,400,74,81.005058,22.170728
Supkhar,Bithli (A), KTR132,800,74,81.008933,22.171867
Supkhar,Bithli (A), KTR132,1200,74,81.012806,22.173003
Supkhar,Bithli (A), KTR132,1600,74,81.016681,22.174142
Supkhar,Bithli (A), KTR132,2000,74,81.020556,22.175278
Supkhar,Bithli (B), KTR133,0,153,80.990117,22.172244
Supkhar,Bithli (B), KTR133,400,153,80.991972,22.168633
Supkhar,Bithli (B), KTR133,800,153,80.993828,22.165022
Supkhar,Bithli (B), KTR133,1200,153,80.995683,22.161411
Supkhar,Bithli (B), KTR133,1600,153,80.997539,22.157800
Supkhar,Bithli (B), KTR133,2000,153,80.999394,22.154189
Supkhar,Chakarwah, KTR116,0,326,80.940833,22.166944
Supkhar,Chakarwah, KTR116,400,326,80.938556,22.170278
Supkhar,Chakarwah, KTR116,800,326,80.936278,22.173611
Supkhar,Chakarwah, KTR116,1200,326,80.934000,22.176944
Supkhar,Chakarwah, KTR116,1600,326,80.931722,22.180278
Supkhar,Chakarwah, KTR116,2000,326,80.929444,22.183611
Supkhar,Chawarighat, KTR134,0,185,80.981667,22.196944
Supkhar,Chawarighat, KTR134,400,185,80.981333,22.193167
Supkhar,Chawarighat, KTR134,800,185,80.981000,22.189389
Supkhar,Chawarighat, KTR134,1200,185,80.980667,22.185611
Supkhar,Chawarighat, KTR134,1600,185,80.980333,22.181833
Supkhar,Chawarighat, KTR134,2000,185,80.980000,22.178056
Supkhar,Chhatarpur (A), KTR125,0,323,80.989722,22.053611
Supkhar,Chhatarpur (A), KTR125,400,323,80.987500,22.056556
Supkhar,Chhatarpur (A), KTR125,800,323,80.985278,22.059500
Supkhar,Chhatarpur (A), KTR125,1200,323,80.983056,22.062444
Supkhar,Chhatarpur (A), KTR125,1600,323,80.980833,22.065389
Supkhar,Chhatarpur (A), KTR125,2000,323,80.978611,22.068333
Supkhar,Chhatarpur (B), KTR126,0,11,80.993611,22.077222
Supkhar,Chhatarpur (B), KTR126,400,11,80.994278,22.080778
Supkhar,Chhatarpur (B), KTR126,800,11,80.994944,22.084333
Supkhar,Chhatarpur (B), KTR126,1200,11,80.995611,22.087889
Supkhar,Chhatarpur (B), KTR126,1600,11,80.996278,22.091444
Supkhar,Chhatarpur (B), KTR126,2000,11,80.996944,22.095000
Supkhar,Gorpathra, KTR131,0,106,80.964722,22.170278
Supkhar,Gorpathra, KTR131,400,106,80.968494,22.169197
Supkhar,Gorpathra, KTR131,800,106,80.972264,22.168117
Supkhar,Gorpathra, KTR131,1200,106,80.976036,22.167036
Supkhar,Gorpathra, KTR131,1600,106,80.979808,22.165958
Supkhar,Gorpathra, KTR131,2000,106,80.983581,22.164878
Supkhar,Jamsehra, KTR144,0,177,80.984389,22.257444
Supkhar,Jamsehra, KTR144,400,177,80.984594,22.253822
Supkhar,Jamsehra, KTR144,800,177,80.984800,22.250200
Supkhar,Jamsehra, KTR144,1200,177,80.985006,22.246578
Supkhar,Jamsehra, KTR144,1600,177,80.985211,22.242956
Supkhar,Jamsehra, KTR144,2000,177,80.985417,22.239333
Supkhar,Janglikheda, KTR142,0,186,81.010278,22.273611
Supkhar,Janglikheda, KTR142,400,186,81.009883,22.269989
Supkhar,Janglikheda, KTR142,800,186,81.009489,22.266367
Supkhar,Janglikheda, KTR142,1200,186,81.009094,22.262744
Supkhar,Janglikheda, KTR142,1600,186,81.008700,22.259122
Supkhar,Janglikheda, KTR142,2000,186,81.008306,22.255500
Supkhar,Jatadabra, KTR129,0,80,80.967500,22.150833
Supkhar,Jatadabra, KTR129,400,80,80.971389,22.151500
Supkhar,Jatadabra, KTR129,800,80,80.975278,22.152167
Supkhar,Jatadabra, KTR129,1200,80,80.979167,22.152833
Supkhar,Jatadabra, KTR129,1600,80,80.983056,22.153500
Supkhar,Jatadabra, KTR129,2000,80,80.986944,22.154167
Supkhar,Kamkodadar (A), KTR137,0,2,81.013772,22.223472
Supkhar,Kamkodadar (A), KTR137,400,2,81.013919,22.227092
Supkhar,Kamkodadar (A), KTR137,800,2,81.014069,22.230711
Supkhar,Kamkodadar (A), KTR137,1200,2,81.014217,22.234328
Supkhar,Kamkodadar (A), KTR137,1600,2,81.014364,22.237947
Supkhar,Kamkodadar (A), KTR137,2000,2,81.014511,22.241567
Supkhar,Kamkodadar (B), KTR138,0,304,80.997194,22.226250
Supkhar,Kamkodadar (B), KTR138,400,304,80.994056,22.228350
Supkhar,Kamkodadar (B), KTR138,800,304,80.990917,22.230450
Supkhar,Kamkodadar (B), KTR138,1200,304,80.987778,22.232550
Supkhar,Kamkodadar (B), KTR138,1600,304,80.984639,22.234650
Supkhar,Kamkodadar (B), KTR138,2000,304,80.981500,22.236750
Supkhar,Katangidadar (A), KTR145,0,175,80.959722,22.258333
Supkhar,Katangidadar (A), KTR145,400,175,80.960056,22.254722
Supkhar,Katangidadar (A), KTR145,800,175,80.960389,22.251111
Supkhar,Katangidadar (A), KTR145,1200,175,80.960722,22.247500
Supkhar,Katangidadar (A), KTR145,1600,175,80.961056,22.243889
Supkhar,Katangidadar (A), KTR145,2000,175,80.961389,22.240278
Supkhar,Katangidadar (B), KTR146,0,175,80.941944,22.242500
Supkhar,Katangidadar (B), KTR146,400,175,80.942278,22.238944
Supkhar,Katangidadar (B), KTR146,800,175,80.942611,22.235389
Supkhar,Katangidadar (B), KTR146,1200,175,80.942944,22.231833
Supkhar,Katangidadar (B), KTR146,1600,175,80.943278,22.228278
Supkhar,Katangidadar (B), KTR146,2000,175,80.943611,22.224722
Supkhar,Kurkuti (A), KTR121,0,173,80.901111,22.214167
Supkhar,Kurkuti (A), KTR121,400,173,80.901567,22.210522
Supkhar,Kurkuti (A), KTR121,800,173,80.902022,22.206878
Supkhar,Kurkuti (A), KTR121,1200,173,80.902478,22.203233
Supkhar,Kurkuti (A), KTR121,1600,173,80.902933,22.199589
Supkhar,Kurkuti (A), KTR121,2000,173,80.903389,22.195944
Supkhar,Kurkuti (B), KTR122,0,77,80.896411,22.183586
Supkhar,Kurkuti (B), KTR122,400,77,80.900236,22.184478
Supkhar,Kurkuti (B), KTR122,800,77,80.904058,22.185372
Supkhar,Kurkuti (B), KTR122,1200,77,80.907881,22.186264
Supkhar,Kurkuti (B), KTR122,1600,77,80.911703,22.187156
Supkhar,Kurkuti (B), KTR122,2000,77,80.915525,22.188047
Supkhar,Ladua, KTR130,0,157,80.948611,22.171944
Supkhar,Ladua, KTR130,400,157,80.950056,22.168611
Supkhar,Ladua, KTR130,800,157,80.951500,22.165278
Supkhar,Ladua, KTR130,1200,157,80.952944,22.161944
Supkhar,Ladua, KTR130,1600,157,80.954389,22.158611
Supkhar,Ladua, KTR130,2000,157,80.955833,22.155278
Supkhar,Linga (A), KTR147,0,28,81.031389,22.232778
Supkhar,Linga (A), KTR147,400,28,81.033167,22.236167
Supkhar,Linga (A), KTR147,800,28,81.034944,22.239556
Supkhar,Linga (A), KTR147,1200,28,81.036722,22.242944
Supkhar,Linga (A), KTR147,1600,28,81.038500,22.246333
Supkhar,Linga (A), KTR147,2000,28,81.040278,22.249722
Supkhar,Linga (B), KTR148,0,32,81.016794,22.247725
Supkhar,Linga (B), KTR148,400,32,81.018811,22.250919
Supkhar,Linga (B), KTR148,800,32,81.020831,22.254114
Supkhar,Linga (B), KTR148,1200,32,81.022850,22.257308
Supkhar,Linga (B), KTR148,1600,32,81.024867,22.260503
Supkhar,Linga (B), KTR148,2000,32,81.026886,22.263697
Supkhar,Lodhabarra (A), KTR135,0,297,80.986981,22.202500
Supkhar,Lodhabarra (A), KTR135,400,297,80.983419,22.204278
Supkhar,Lodhabarra (A), KTR135,800,297,80.979856,22.206056
Supkhar,Lodhabarra (A), KTR135,1200,297,80.976292,22.207833
Supkhar,Lodhabarra (A), KTR135,1600,297,80.972731,22.209611
Supkhar,Lodhabarra (A), KTR135,2000,297,80.969167,22.211389
Supkhar,Lodhabarra (B), KTR136,0,270,80.980947,22.226550
Supkhar,Lodhabarra (B), KTR136,400,270,80.977117,22.226567
Supkhar,Lodhabarra (B), KTR136,800,270,80.973286,22.226583
Supkhar,Lodhabarra (B), KTR136,1200,270,80.969456,22.226600
Supkhar,Lodhabarra (B), KTR136,1600,270,80.965625,22.226617
Supkhar,Lodhabarra (B), KTR136,2000,270,80.961794,22.226633
Supkhar,Otesarra (A), KTR119,0,171,80.915833,22.160556
Supkhar,Otesarra (A), KTR119,400,171,80.916444,22.156778
Supkhar,Otesarra (A), KTR119,800,171,80.917056,22.153000
Supkhar,Otesarra (A), KTR119,1200,171,80.917667,22.149222
Supkhar,Otesarra (A), KTR119,1600,171,80.918278,22.145444
Supkhar,Otesarra (A), KTR119,2000,171,80.918889,22.141667
Supkhar,Otesarra (B), KTR120,0,176,80.928333,22.158889
Supkhar,Otesarra (B), KTR120,400,176,80.928611,22.155278
Supkhar,Otesarra (B), KTR120,800,176,80.928889,22.151667
Supkhar,Otesarra (B), KTR120,1200,176,80.929167,22.148056
Supkhar,Otesarra (B), KTR120,1600,176,80.929444,22.144444
Supkhar,Otesarra (B), KTR120,2000,176,80.929722,22.140833
Supkhar,Patua (A), KTR123,0,266,80.953333,22.122778
Supkhar,Patua (A), KTR123,400,266,80.949389,22.122500
Supkhar,Patua (A), KTR123,800,266,80.945444,22.122222
Supkhar,Patua (A), KTR123,1200,266,80.941500,22.121944
Supkhar,Patua (A), KTR123,1600,266,80.937556,22.121667
Supkhar,Patua (A), KTR123,2000,266,80.933611,22.121389
Supkhar,Patua (B), KTR124,0,346,80.970967,22.104322
Supkhar,Patua (B), KTR124,400,346,80.970108,22.107847
Supkhar,Patua (B), KTR124,800,346,80.969247,22.111372
Supkhar,Patua (B), KTR124,1200,346,80.968386,22.114894
Supkhar,Patua (B), KTR124,1600,346,80.967528,22.118419
Supkhar,Patua (B), KTR124,2000,346,80.966667,22.121944
Supkhar,Ranwahi, KTR139,0,40,81.004683,22.141981
Supkhar,Ranwahi, KTR139,400,40,81.007064,22.144867
Supkhar,Ranwahi, KTR139,800,40,81.009442,22.147750
Supkhar,Ranwahi, KTR139,1200,40,81.011822,22.150633
Supkhar,Ranwahi, KTR139,1600,40,81.014200,22.153517
Supkhar,Ranwahi, KTR139,2000,40,81.016581,22.156403
Supkhar,Rol, KTR143,0,219,80.979444,22.262778
Supkhar,Rol, KTR143,400,219,80.977111,22.259944
Supkhar,Rol, KTR143,800,219,80.974778,22.257111
Supkhar,Rol, KTR143,1200,219,80.972444,22.254278
Supkhar,Rol, KTR143,1600,219,80.970111,22.251444
Supkhar,Rol, KTR143,2000,219,80.967778,22.248611
Supkhar,Sendurgutta (Jokpani), KTR118,0,116,80.924167,22.222583
Supkhar,Sendurgutta (Jokpani), KTR118,400,116,80.927667,22.220900
Supkhar,Sendurgutta (Jokpani), KTR118,800,116,80.931167,22.219217
Supkhar,Sendurgutta (Jokpani), KTR118,1200,116,80.934667,22.217533
Supkhar,Sendurgutta (Jokpani), KTR118,1600,116,80.938167,22.215850
Supkhar,Sendurgutta (Jokpani), KTR118,2000,116,80.941667,22.214167
Supkhar,Supkhar (A), KTR115,0,13,80.944722,22.190278
Supkhar,Supkhar (A), KTR115,400,13,80.945500,22.193778
Supkhar,Supkhar (A), KTR115,800,13,80.946278,22.197278
Supkhar,Supkhar (A), KTR115,1200,13,80.947056,22.200778
Supkhar,Supkhar (A), KTR115,1600,13,80.947833,22.204278
Supkhar,Supkhar (A), KTR115,2000,13,80.948611,22.207778
Supkhar,Supkhar (B), KTR140,0,50,80.950792,22.181283
Supkhar,Supkhar (B), KTR140,400,50,80.953656,22.183681
Supkhar,Supkhar (B), KTR140,800,50,80.956517,22.186081
Supkhar,Supkhar (B), KTR140,1200,50,80.959381,22.188478
Supkhar,Supkhar (B), KTR140,1600,50,80.962244,22.190875
Supkhar,Supkhar (B), KTR140,2000,50,80.965108,22.193275
Phen WLS,Babujhiria (A),KTR155,0,176.16,80.98760278,22.40383333
Phen WLS,Babujhiria (A),KTR155,400,,80.98784444,22.40025
Phen WLS,Babujhiria (A),KTR155,800,,80.98808333,22.39666667
Phen WLS,Babujhiria (A),KTR155,1200,,80.988325,22.39308333
Phen WLS,Babujhiria (A),KTR155,1600,,80.98856389,22.3895
Phen WLS,Babujhiria (A),KTR155,2000,,80.98880556,22.38591667
Phen WLS,Babujhiria (B),KTR156,2000,177,81.002,22.38230556
Phen WLS,Babujhiria (B),KTR156,1600,,81.00181389,22.38607222
Phen WLS,Babujhiria (B),KTR156,1200,,81.001625,22.38983889
Phen WLS,Babujhiria (B),KTR156,800,,81.00143889,22.39360556
Phen WLS,Babujhiria (B),KTR156,400,,81.00125,22.39736944
Phen WLS,Babujhiria (B),KTR156,0,,81.00106389,22.40113611
Phen WLS,Bamhnimatta,KTR157,0,145.33,81.02750278,22.39450278
Phen WLS,Bamhnimatta,KTR157,400,,81.02979722,22.39118611
Phen WLS,Bamhnimatta,KTR157,800,,81.03208889,22.38786944
Phen WLS,Bamhnimatta,KTR157,1200,,81.03438333,22.38455
Phen WLS,Bamhnimatta,KTR157,1600,,81.03667778,22.38123333
Phen WLS,Bamhnimatta,KTR157,2000,,81.03897222,22.37791667
Phen WLS,Jhurgidadar (A),KTR158,0,125.06,81.04950278,22.3631
Phen WLS,Jhurgidadar (A),KTR158,400,,81.05252222,22.36098056
Phen WLS,Jhurgidadar (A),KTR158,800,,81.05554167,22.35886111
Phen WLS,Jhurgidadar (A),KTR158,1200,,81.05856111,22.35674167
Phen WLS,Jhurgidadar (A),KTR158,1600,,81.06158056,22.35462222
Phen WLS,Jhurgidadar (A),KTR158,2000,,81.0646,22.35250278
Phen WLS,Boradah,KTR159,0,314.28,81.07108333,22.36544444
Phen WLS,Boradah,KTR159,400,,81.06835556,22.36810278
Phen WLS,Boradah,KTR159,800,,81.06563056,22.37076111
Phen WLS,Boradah,KTR159,1200,,81.06290278,22.37342222
Phen WLS,Boradah,KTR159,1600,,81.06017778,22.37608056
Phen WLS,Boradah,KTR159,2000,,81.05745,22.37873889
Phen WLS,Chhattarpakhna,KTR160,0,212.67,81.04775,22.41047778
Phen WLS,Chhattarpakhna,KTR160,400,,81.04577222,22.40739444
Phen WLS,Chhattarpakhna,KTR160,800,,81.04379444,22.40430833
Phen WLS,Chhattarpakhna,KTR160,1200,,81.04181667,22.401225
Phen WLS,Chhattarpakhna,KTR160,1600,,81.03983889,22.39813889
Phen WLS,Chhattarpakhna,KTR160,2000,,81.03786111,22.39505556
Phen WLS,Chuinala,KTR161,2000,202.07,80.97822222,22.40613611
Phen WLS,Chuinala,KTR161,1600,,80.97679167,22.40260556
Phen WLS,Chuinala,KTR161,1200,,80.97535833,22.399075
Phen WLS,Chuinala,KTR161,800,,80.97392778,22.39554444
Phen WLS,Chuinala,KTR161,400,,80.97249722,22.39201389
Phen WLS,Chuinala,KTR161,0,,80.97106667,22.38848333
Phen WLS,Gadawal,KTR162,0,161.99,81.02847778,22.37768056
Phen WLS,Gadawal,KTR162,400,,81.02957778,22.3743
Phen WLS,Gadawal,KTR162,800,,81.030675,22.37091944
Phen WLS,Gadawal,KTR162,1200,,81.031775,22.36753889
Phen WLS,Gadawal,KTR162,1600,,81.03287222,22.36415833
Phen WLS,Gadawal,KTR162,2000,,81.03397222,22.36077778
Phen WLS,Ghodapathra (A),KTR163,0,191.25,81.0894,22.35910833
Phen WLS,Ghodapathra (A),KTR163,400,,81.08873333,22.35575556
Phen WLS,Ghodapathra (A),KTR163,800,,81.08806667,22.35240556
Phen WLS,Ghodapathra (A),KTR163,1200,,81.0874,22.34905278
Phen WLS,Ghodapathra (A),KTR163,1600,,81.08673333,22.3457
Phen WLS,Ghodapathra (A),KTR163,2000,,81.08606667,22.34235
Phen WLS,Ghodapathra (B),KTR164,0,167.21,81.102425,22.37020278
Phen WLS,Ghodapathra (B),KTR164,400,,81.10324722,22.36658889
Phen WLS,Ghodapathra (B),KTR164,800,,81.10406667,22.36297778
Phen WLS,Ghodapathra (B),KTR164,1200,,81.10488611,22.35936389
Phen WLS,Ghodapathra (B),KTR164,1600,,81.10570833,22.35575278
Phen WLS,Ghodapathra (B),KTR164,2000,,81.10652778,22.35213889
Phen WLS,Jhurgidadar (B),KTR165,0,113.92,81.04756111,22.33996944
Phen WLS,Jhurgidadar (B),KTR165,400,,81.05125556,22.33833056
Phen WLS,Jhurgidadar (B),KTR165,800,,81.05494722,22.33669167
Phen WLS,Jhurgidadar (B),KTR165,1200,,81.05864167,22.33505556
Phen WLS,Jhurgidadar (B),KTR165,1600,,81.06233333,22.33341667
Phen WLS,Jhurgidadar (B),KTR165,2000,,81.06602778,22.33177778
Phen WLS,Neempani (A),KTR166,0,116.96,81.07080278,22.34470278
Phen WLS,Neempani (A),KTR166,400,,81.07414722,22.343
Phen WLS,Neempani (A),KTR166,800,,81.07749167,22.3413
Phen WLS,Neempani (A),KTR166,1200,,81.08083889,22.33959722
Phen WLS,Neempani (A),KTR166,1600,,81.08418333,22.33789722
Phen WLS,Neempani (A),KTR166,2000,,81.08752778,22.33619444
Phen WLS,Neempani (B),KTR167,0,68.99,81.09326667,22.33216667
Phen WLS,Neempani (B),KTR167,400,,81.09701667,22.33360833
Phen WLS,Neempani (B),KTR167,800,,81.10076944,22.33505
Phen WLS,Neempani (B),KTR167,1200,,81.10452222,22.33649167
Phen WLS,Neempani (B),KTR167,1600,,81.10827222,22.33793056
Phen WLS,Neempani (B),KTR167,2000,,81.112025,22.33937222
Phen WLS,Neosa (A),KTR168,0,264.49,80.9904,22.3771
Phen WLS,Neosa (A),KTR168,400,,80.98646111,22.37671944
Phen WLS,Neosa (A),KTR168,800,,80.98251944,22.37633889
Phen WLS,Neosa (A),KTR168,1200,,80.97858056,22.37596111
Phen WLS,Neosa (A),KTR168,1600,,80.97464167,22.37558056
Phen WLS,Neosa (A),KTR168,2000,,80.9707,22.3752
Phen WLS,Neosa (B),KTR169,0,109.15,80.96781667,22.35929444
Phen WLS,Neosa (B),KTR169,400,,80.97145833,22.35803056
Phen WLS,Neosa (B),KTR169,800,,80.97510278,22.35676667
Phen WLS,Neosa (B),KTR169,1200,,80.97874444,22.3555
Phen WLS,Neosa (B),KTR169,1600,,80.98238611,22.35423611
Phen WLS,Neosa (B),KTR169,2000,,80.98602778,22.35297222
Phen WLS,Sadma (A),KTR170,2000,159.11,80.995,22.36805556
Phen WLS,Sadma (A),KTR170,1600,,80.99633056,22.36457222
Phen WLS,Sadma (A),KTR170,1200,,80.99766111,22.36108611
Phen WLS,Sadma (A),KTR170,800,,80.99898889,22.35760278
Phen WLS,Sadma (A),KTR170,400,,81.00031944,22.35411667
Phen WLS,Sadma (A),KTR170,0,,81.00165,22.35063333
Phen WLS,Sadma (B),KTR171,2000,187.13,81.00858333,22.37727778
Phen WLS,Sadma (B),KTR171,1600,,81.00813333,22.37367778
Phen WLS,Sadma (B),KTR171,1200,,81.00768333,22.37007778
Phen WLS,Sadma (B),KTR171,800,,81.00723333,22.36647778
Phen WLS,Sadma (B),KTR171,400,,81.00678333,22.36287778
Phen WLS,Sadma (B),KTR171,0,,81.00633333,22.35927778
Phen WLS,Sajalagan (A),KTR172,0,219.5,81.09888333,22.388275
Phen WLS,Sajalagan (A),KTR172,400,,81.09651667,22.38540278
Phen WLS,Sajalagan (A),KTR172,800,,81.09415,22.38253333
Phen WLS,Sajalagan (A),KTR172,1200,,81.09178611,22.37966389
Phen WLS,Sajalagan (A),KTR172,1600,,81.08941944,22.37679444
Phen WLS,Sajalagan (A),KTR172,2000,,81.08705278,22.373925
Phen WLS,Sajalagan (B),KTR173,0,150.72,81.065225,22.39873889
Phen WLS,Sajalagan (B),KTR173,400,,81.06718611,22.39524167
Phen WLS,Sajalagan (B),KTR173,800,,81.06914722,22.39174444
Phen WLS,Sajalagan (B),KTR173,1200,,81.07110833,22.38824722
Phen WLS,Sajalagan (B),KTR173,1600,,81.07306944,22.38475
Phen WLS,Sajalagan (B),KTR173,2000,,81.07503056,22.38125278
